post_code,post_name,post_url,product_name,size,image_name
C26-2,바디피트 순간흡수 오버나이트 생리대,https://www.coupang.com/vp/products/2301939?itemId=5702370&vendorItemId=3027237673&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EB%B3%BC%EB%A1%9D%EB%A7%9E%EC%B6%A4%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8&itemsCount=36&searchId=4065b3f6c56641bdb078baddab53ac30&rank=2&isAddedCart=,,,C26-2.jpg
C26-3,쏘피 귀애랑 안심숙면 420 슈퍼롱 오버나이트 42cm,https://www.coupang.com/vp/products/1353031?itemId=6321869&vendorItemId=3027306188&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EB%B3%BC%EB%A1%9D%EB%A7%9E%EC%B6%A4%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8&itemsCount=36&searchId=4065b3f6c56641bdb078baddab53ac30&rank=3&isAddedCart=,,,C26-3.jpg
C28-1,쏘피 바디피트 볼록맞춤 소형 생리대 날개형 16p x 4팩 + 유기농 울트라슬림 중형 2p + 한결 안심숙면 슈퍼롱 2p,https://www.coupang.com/vp/products/162115280?itemId=465675664&vendorItemId=5125088336&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EB%B3%BC%EB%A1%9D%EB%A7%9E%EC%B6%A4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%82%A0%EA%B0%9C%ED%98%95%EC%86%8C%ED%98%95&itemsCount=14&searchId=aef75a243e814cb08d2452d0ee0ba0a3&rank=1&isAddedCart=,,,C28-1.jpg
C28-2,도매팡팡 귀애랑 울트라 슬림 날개 소형 18개입 날개형생리대,https://www.coupang.com/vp/products/1340050940?itemId=2366907016&vendorItemId=71418821216&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EB%B3%BC%EB%A1%9D%EB%A7%9E%EC%B6%A4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%82%A0%EA%B0%9C%ED%98%95%EC%86%8C%ED%98%95&itemsCount=14&searchId=aef75a243e814cb08d2452d0ee0ba0a3&rank=2&isAddedCart=,,,C28-2.jpg
C28-3,와와마트 귀애랑 울트라슬림 날개형 중형 18P 날개형생리대,https://www.coupang.com/vp/products/1265789058?itemId=2268378774&vendorItemId=70889836447&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EB%B3%BC%EB%A1%9D%EB%A7%9E%EC%B6%A4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%82%A0%EA%B0%9C%ED%98%95%EC%86%8C%ED%98%95&itemsCount=14&searchId=aef75a243e814cb08d2452d0ee0ba0a3&rank=3&isAddedCart=,,,C28-3.jpg
C31-3,쏘피 바디피트 볼록맞춤 대형 생리대 날개형 16p x 4팩 + 중형 2p x 3팩,https://www.coupang.com/vp/products/128331835?itemId=377889699&vendorItemId=4743044118&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EB%B3%BC%EB%A1%9D%EB%A7%9E%EC%B6%A4%EC%A4%91%ED%98%95&itemsCount=36&searchId=385f8b5eefa54db88cba9feee1032571&rank=3&isAddedCart=,,,C31-3.jpg
C32-1,쏘피 바디피트 귀애랑 대형 날개형 생리대 18p x 3팩 + 중형 6p,https://www.coupang.com/vp/products/16293508?itemId=66538978&vendorItemId=4741919147&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EC%88%9C%EA%B0%84%ED%9D%A1%EC%88%98%EB%8C%80%ED%98%95&itemsCount=36&searchId=7e4e5c9a709a4aca9d1b7ee640a92334&rank=1&isAddedCart=,,,C32-1.jpg
C32-2,바디피트 순간흡수 대형 날개형 생리대 16p x 4팩 + 한결 중형 2p x 3팩,https://www.coupang.com/vp/products/12649725?itemId=53633443&vendorItemId=4742466427&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EC%88%9C%EA%B0%84%ED%9D%A1%EC%88%98%EB%8C%80%ED%98%95&itemsCount=36&searchId=7e4e5c9a709a4aca9d1b7ee640a92334&rank=2&isAddedCart=,,,C32-2.jpg
C32-3,쏘피 바디피트 볼록맞춤 생리대 날개형 중형 32p + 16p + 오버나이트 12p,https://www.coupang.com/vp/products/143221165?itemId=416043558&vendorItemId=4777814592&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EC%88%9C%EA%B0%84%ED%9D%A1%EC%88%98%EB%8C%80%ED%98%95&itemsCount=36&searchId=7e4e5c9a709a4aca9d1b7ee640a92334&rank=3&isAddedCart=,,,C32-3.jpg
C33-1,바디피트 순간흡수 생리대 중형,https://www.coupang.com/vp/products/2912168?itemId=5702368&vendorItemId=3025924332&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EC%88%9C%EA%B0%84%ED%9D%A1%EC%88%98%EC%A4%91%ED%98%95&itemsCount=36&searchId=0657b04fa6df48f4b907c0afdd73dc48&rank=1&isAddedCart=,,,C33-1.jpg
C34-2,바디피트 쏘피 한결 팬티라이너 무향 롱,https://www.coupang.com/vp/products/6915935?itemId=30613196&vendorItemId=5563758153&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EC%B2%9C%EC%97%B0%EC%BD%94%ED%8A%BC%ED%8C%AC%ED%8B%B0%EB%9D%BC%EC%9D%B4%EB%84%88%EC%9D%BC%EB%B0%98%ED%96%A5&itemsCount=36&searchId=63c63d555baf410eb54b80a84704e60d&rank=2&isAddedCart=,,,C34-2.jpg
C34-3,바디피트 네이처 팬티라이너 롱,https://www.coupang.com/vp/products/2921448?itemId=550755222&vendorItemId=5247163696&q=%EC%8F%98%ED%94%BC%EB%B0%94%EB%94%94%ED%94%BC%ED%8A%B8%EC%B2%9C%EC%97%B0%EC%BD%94%ED%8A%BC%ED%8C%AC%ED%8B%B0%EB%9D%BC%EC%9D%B4%EB%84%88%EC%9D%BC%EB%B0%98%ED%96%A5&itemsCount=36&searchId=63c63d555baf410eb54b80a84704e60d&rank=3&isAddedCart=,,,C34-3.jpg
C35-2,LG 쏘피 유기농100%순면커버내추럴컬러대형16Px3팩/무표백생리대,https://www.coupang.com/vp/products/1567177238?itemId=2679683751&vendorItemId=70830209354&q=%EC%8F%98%ED%94%BC%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84%EB%82%B4%EC%B6%94%EB%9F%B4%EC%BB%AC%EB%9F%AC%EC%A4%91%ED%98%95&itemsCount=3&searchId=c5cd5024f8cc49d59b0e997ed381d463&rank=2&isAddedCart=,,,C35-2.jpg
C36-1,바디피트 유기농100%순면커버 대형 20p x 2팩+증정6p 날개형 생리대,https://www.coupang.com/vp/products/194421530?itemId=557604446&vendorItemId=4464929282&q=%EC%8F%98%ED%94%BC%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84%EB%8C%80%ED%98%95&itemsCount=36&searchId=b6f98271f6fd48bdaa5188b1a473424a&rank=1&isAddedCart=,,,C36-1.jpg
C36-2,소피 유기농 순면커버 무표백 대형 16p X 3개,https://www.coupang.com/vp/products/1790081311?itemId=3046513309&vendorItemId=71034550150&q=%EC%8F%98%ED%94%BC%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84%EB%8C%80%ED%98%95&itemsCount=36&searchId=b6f98271f6fd48bdaa5188b1a473424a&rank=2&isAddedCart=,,,C36-2.jpg
C36-3,소피 유기농 순면커버 무표백 슈퍼롱 10p X 3개,https://www.coupang.com/vp/products/1790206364?itemId=3046720922&vendorItemId=71034756708&q=%EC%8F%98%ED%94%BC%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84%EB%8C%80%ED%98%95&itemsCount=36&searchId=b6f98271f6fd48bdaa5188b1a473424a&rank=3&isAddedCart=,,,C36-3.jpg
C37-1,쏘피 바디피트 유기농 100% 순면커버 소형 날개형 생리대,https://www.coupang.com/vp/products/2916146?itemId=1123282&vendorItemId=4365261589&q=%EC%8F%98%ED%94%BC%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84%EC%86%8C%ED%98%95&itemsCount=36&searchId=3405aa7b81fa4cabb1465472b1e7efd5&rank=1&isAddedCart=,,,C37-1.jpg
C37-3,쏘피 바디피트 귀애랑 롱 팬티라이너 38p x 4팩 (총 152p),https://www.coupang.com/vp/products/1103561806?itemId=2064335694&vendorItemId=5506089272&q=%EC%8F%98%ED%94%BC%EC%88%9C%EB%A9%B4%EC%BB%A4%EB%B2%84%EC%86%8C%ED%98%95&itemsCount=36&searchId=3405aa7b81fa4cabb1465472b1e7efd5&rank=3&isAddedCart=,,,C37-3.jpg
C38-1,쏘피 유기농 100% 순면커버 중형 생리대 날개형,https://www.coupang.com/vp/products/425560?itemId=953254308&vendorItemId=70378472241&isAddedCart=,,,C38-1.jpg
C38-2,쏘피 바디피트 유기농 순면 무표백 속커버 중형 18P x 2팩 + 손소독티슈 날개형 생리대,https://www.coupang.com/vp/products/1314092268?itemId=2331998382&vendorItemId=70328533973&isAddedCart=,,,C38-2.jpg
C41-2,쏘피 볼록맞춤 생리대 중형 16p x 4 + 중형 2p + 안심숙면 420 슈퍼롱 10p + 천연코튼 팬티라이너 일반 무향 40p,https://www.coupang.com/vp/products/13434093?itemId=56111839&vendorItemId=4825334476&q=%EC%8F%98%ED%94%BC%ED%95%9C%EA%B2%B0%EC%8A%88%ED%8D%BC%EB%A1%B1&itemsCount=36&searchId=8a666c6b47004b19987f5bc167b88741&rank=2&isAddedCart=,,,C41-2.jpg
D42-1,춤추는고래 대용량 편안한 생리대 슬림 팬티라이너 40P X 6팩 (240매),https://www.coupang.com/vp/products/1361215107?itemId=2392532802&vendorItemId=70387821951&q=%EA%B3%A0%EB%9E%98%EC%8A%AC%EB%A6%BC%EB%A1%B1%ED%8C%AC%ED%8B%B0%EB%9D%BC%EC%9D%B4%EB%84%88&itemsCount=36&searchId=3077f49536da4fbdad05254a1ed96a48&rank=1&isAddedCart=,,,D42-1.jpg
D42-2,춤추는고래 매직에어쿠션 슬림 일반 팬티라이너 40p x 2개 + 울트라슬림 중형 생리대 날개형 24p x 2개,https://www.coupang.com/vp/products/152083652?itemId=439086023&vendorItemId=4086093755&q=%EA%B3%A0%EB%9E%98%EC%8A%AC%EB%A6%BC%EB%A1%B1%ED%8C%AC%ED%8B%B0%EB%9D%BC%EC%9D%B4%EB%84%88&itemsCount=36&searchId=3077f49536da4fbdad05254a1ed96a48&rank=2&isAddedCart=,,,D42-2.jpg
D42-3,[춤추는고래] (기획10) 중형 2 대형 1 오버 1 (86매),https://www.coupang.com/vp/products/1602554615?itemId=2737201048&vendorItemId=70482690200&q=%EA%B3%A0%EB%9E%98%EC%8A%AC%EB%A6%BC%EB%A1%B1%ED%8C%AC%ED%8B%B0%EB%9D%BC%EC%9D%B4%EB%84%88&itemsCount=36&searchId=3077f49536da4fbdad05254a1ed96a48&rank=3&isAddedCart=,,,D42-3.jpg
E43-1,[동성제약] 와우 목화 유래 순면 커버 생리대 [대형-28cm 10매] 울트라 슬림 날개형,https://www.coupang.com/vp/products/282379859?itemId=896372658&vendorItemId=5251160042&q=%EC%99%80%EC%9A%B0%EC%88%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%8C%80%ED%98%95&itemsCount=14&searchId=5643756aef53475fabd6154bcafb1433&rank=1&isAddedCart=,,,E43-1.jpg
E43-2,동성제약 와우 울트라 슬림 날개 대형 순면커버 생리대,https://www.coupang.com/vp/products/26285931?itemId=101902028&vendorItemId=3191888050&q=%EC%99%80%EC%9A%B0%EC%88%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%8C%80%ED%98%95&itemsCount=14&searchId=5643756aef53475fabd6154bcafb1433&rank=2&isAddedCart=,,,E43-2.jpg
E43-3,[동성제약]와우순면생리대_울트라슬림날개형,https://www.coupang.com/vp/products/1733860180?itemId=2951653116&vendorItemId=70940177179&q=%EC%99%80%EC%9A%B0%EC%88%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%8C%80%ED%98%95&itemsCount=14&searchId=5643756aef53475fabd6154bcafb1433&rank=3&isAddedCart=,,,E43-3.jpg
E44-1,동성제약 와우 울트라 슬림 날개 중형 순면커버 생리대,https://www.coupang.com/vp/products/21061191?itemId=82283486&vendorItemId=3140076634&isAddedCart=,,,E44-1.jpg
E44-2,KFV450602와우 순면 울트라 슬림 중형 25cm 날개형 12개입,https://www.coupang.com/vp/products/1981072826?itemId=3370567435&vendorItemId=71474532349&isAddedCart=,,,E44-2.jpg
E44-3,동성제약 와우 울트라 슬림 날개형 중형 12개입 (순면커버),https://www.coupang.com/vp/products/31844996?itemId=119828776&vendorItemId=3242532724&isAddedCart=,,,E44-3.jpg
F45-1,라라문 생리대 데이 10p + 팬티라이너 5p + 오버 4p 종합세트,https://www.coupang.com/vp/products/1349704684?itemId=2377780855&vendorItemId=70373332863&q=%EB%9D%BC%EB%9D%BC%EB%AC%B8%EC%83%9D%EB%A6%AC%EB%8C%80(%EB%8D%B0%EC%9D%B4)&itemsCount=36&searchId=847bde808bf84d409b5432b622ccc3c6&rank=1&isAddedCart=,,,F45-1.jpg
F45-2,[라라문생리대] 팬티라이너 24p x 10팩,https://www.coupang.com/vp/products/1802465429?itemId=3066797246&vendorItemId=71054729223&q=%EB%9D%BC%EB%9D%BC%EB%AC%B8%EC%83%9D%EB%A6%AC%EB%8C%80(%EB%8D%B0%EC%9D%B4)&itemsCount=36&searchId=847bde808bf84d409b5432b622ccc3c6&rank=2&isAddedCart=,,,F45-2.jpg
F45-3,[라라문생리대] 데이 8p x 10팩 날개형 생리대,https://www.coupang.com/vp/products/1802113417?itemId=3066196415&vendorItemId=71054561841&q=%EB%9D%BC%EB%9D%BC%EB%AC%B8%EC%83%9D%EB%A6%AC%EB%8C%80(%EB%8D%B0%EC%9D%B4)&itemsCount=36&searchId=847bde808bf84d409b5432b622ccc3c6&rank=3&isAddedCart=,,,F45-3.jpg
G46-1,메이앤준 소프트맥스 중형36+36p 1팩 날개형 생리대,https://www.coupang.com/vp/products/1911298914?itemId=3245020870&vendorItemId=71232186331&q=%EB%A9%94%EC%9D%B4%EC%95%A4%EC%A4%80+%EC%8A%A4%ED%94%BC%EB%93%9C%EB%A7%A5%EC%8A%A4&itemsCount=29&searchId=d9cf75c4f8ee4d52863d3373d25cc0cf&rank=1&isAddedCart=,,,G46-1.jpg
G46-2,메이앤준 스피드맥스 대형 날개형 생리대,https://www.coupang.com/vp/products/123030442?itemId=331091836&vendorItemId=3812386752&q=%EB%A9%94%EC%9D%B4%EC%95%A4%EC%A4%80+%EC%8A%A4%ED%94%BC%EB%93%9C%EB%A7%A5%EC%8A%A4&itemsCount=29&searchId=d9cf75c4f8ee4d52863d3373d25cc0cf&rank=2&isAddedCart=,,,G46-2.jpg
G46-3,메이앤준 스피드맥스 중형 날개형 생리대,https://www.coupang.com/vp/products/123029850?itemId=331254779&vendorItemId=3813080469&q=%EB%A9%94%EC%9D%B4%EC%95%A4%EC%A4%80+%EC%8A%A4%ED%94%BC%EB%93%9C%EB%A7%A5%EC%8A%A4&itemsCount=29&searchId=d9cf75c4f8ee4d52863d3373d25cc0cf&rank=3&isAddedCart=,,,G46-3.jpg
G47-1,순수한면 유기농 순면커버 생리대 날개형 중형 16p x 3팩 + 대형 14p 세트,https://www.coupang.com/vp/products/1503548410?itemId=2581467052&vendorItemId=70573710248&isAddedCart=,,,G47-1.jpg
G47-2,깨끗한나라 순수한면 슈퍼가드 대형 생리대 날개형,https://www.coupang.com/vp/products/1274560816?itemId=2280278079&vendorItemId=70277409320&isAddedCart=,,,G47-2.jpg
G47-3,순수한면 유기농 순면커버 대형 생리대 날개형,https://www.coupang.com/vp/products/1491938742?itemId=2561109017&vendorItemId=70553585279&isAddedCart=,,,G47-3.jpg
G48-1,순수한면 제로 소형 생리대 날개형,https://www.coupang.com/vp/products/1414288924?itemId=2450844588&vendorItemId=70444496030&pickType=COU_PICK&q=%EC%88%9C%EC%88%98%ED%95%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%88%ED%8D%BC%EA%B0%80%EB%93%9C%EC%86%8C%ED%98%95%EB%82%A0%EA%B0%9C%ED%98%95&itemsCount=36&searchId=e5eb3eda81c541018b96764cf054bd84&rank=1&isAddedCart=,,,G48-1.jpg
G48-3,순수한면 건강한 소형 생리대 날개형,https://www.coupang.com/vp/products/270188435?itemId=848392675&vendorItemId=5156932334&q=%EC%88%9C%EC%88%98%ED%95%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%88%ED%8D%BC%EA%B0%80%EB%93%9C%EC%86%8C%ED%98%95%EB%82%A0%EA%B0%9C%ED%98%95&itemsCount=36&searchId=e5eb3eda81c541018b96764cf054bd84&rank=3&isAddedCart=,,,G48-3.jpg
G49-2,깨끗한나라 순수한면 슈퍼가드 중형 생리대 날개형,https://www.coupang.com/vp/products/1274560860?itemId=2280278101&vendorItemId=70277409476&q=%EC%88%9C%EC%88%98%ED%95%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%88%ED%8D%BC%EA%B0%80%EB%93%9C%EC%A4%91%ED%98%95%EB%82%A0%EA%B0%9C%ED%98%95&itemsCount=36&searchId=1bac8447fb3a45d4b3cd6e2acbdb9922&rank=2&isAddedCart=,,,G49-2.jpg
G49-3,순수한면 제로 중형 생리대 날개형,https://www.coupang.com/vp/products/1414288933?itemId=2450844601&vendorItemId=70444496039&pickType=COU_PICK&q=%EC%88%9C%EC%88%98%ED%95%9C%EB%A9%B4%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%88%ED%8D%BC%EA%B0%80%EB%93%9C%EC%A4%91%ED%98%95%EB%82%A0%EA%B0%9C%ED%98%95&itemsCount=36&searchId=1bac8447fb3a45d4b3cd6e2acbdb9922&rank=3&isAddedCart=,,,G49-3.jpg
G50-3,순수한면 제로 대형 생리대 날개형,https://www.coupang.com/vp/products/1414288944?itemId=2450844612&vendorItemId=70444496055&pickType=COU_PICK&q=%EC%88%9C%EC%88%98%ED%95%9C%EB%A9%B4%EC%A0%9C%EB%A1%9C%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%8C%80%ED%98%95%EB%82%A0%EA%B0%9C%ED%98%95&itemsCount=36&searchId=b50ef6162eb749abaec63d0aad08fd9c&rank=3&isAddedCart=,,,G50-3.jpg
G52-3,순수한면 유기농 순면커버 중형 생리대 날개형,https://www.coupang.com/vp/products/1491936514?itemId=2561105023&vendorItemId=70553586647&q=%EC%88%9C%EC%88%98%ED%95%9C%EB%A9%B4%EC%A0%9C%EB%A1%9C%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EC%A4%91%ED%98%95%EB%82%A0%EA%B0%9C%ED%98%95&itemsCount=36&searchId=6c9c01c91fae46b58a1fb3b21d816739&rank=3&isAddedCart=,,,G52-3.jpg
H53-1,오닉피노 유기농 순면커버 슈퍼롱 오버나이트 생리대 날개형,https://www.coupang.com/vp/products/1060338975?itemId=2004537495&vendorItemId=70004485648&q=%EB%82%B4%EC%B8%84%EB%9F%B4%EC%BD%94%ED%8A%BC%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%EC%8A%88%ED%8D%BC%EB%A1%B1%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8&itemsCount=36&searchId=5cbc2cdd1d6348129449d4f0dfdca7dd&rank=1&isAddedCart=,,,H53-1.jpg
H53-2,내츄럴코튼 리올가닉 유기농 순면커버 슈퍼롱 오버나이트 생리대 날개형,https://www.coupang.com/vp/products/331706039?itemId=1059891666&vendorItemId=5536778873&q=%EB%82%B4%EC%B8%84%EB%9F%B4%EC%BD%94%ED%8A%BC%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%EC%8A%88%ED%8D%BC%EB%A1%B1%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8&itemsCount=36&searchId=5cbc2cdd1d6348129449d4f0dfdca7dd&rank=2&isAddedCart=,,,H53-2.jpg
H53-3,오닉피노 유기농 순면커버 오버나이트 생리대 날개형,https://www.coupang.com/vp/products/1060339660?itemId=2004538188&vendorItemId=70004486308&q=%EB%82%B4%EC%B8%84%EB%9F%B4%EC%BD%94%ED%8A%BC%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%EC%8A%88%ED%8D%BC%EB%A1%B1%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8&itemsCount=36&searchId=5cbc2cdd1d6348129449d4f0dfdca7dd&rank=3&isAddedCart=,,,H53-3.jpg
H54-1,내츄럴코튼 시그니처 울트라슬림 대형 생리대 날개형,https://www.coupang.com/vp/products/126404958?itemId=529350386&vendorItemId=4377983352&pickType=COU_PICK&q=%EB%82%B4%EC%B8%84%EB%9F%B4%EC%BD%94%ED%8A%BC%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%8C%80%ED%98%95&itemsCount=12&searchId=51716e73a6964aa188969f2a5cfda5fe&rank=1&isAddedCart=,,,H54-1.jpg
H54-3,내츄럴코튼 월 패키지3 시그니처 울트라슬림 대형 1팩 + 중형 4팩 날개형 생리대,https://www.coupang.com/vp/products/126395272?itemId=373329780&vendorItemId=5458100704&q=%EB%82%B4%EC%B8%84%EB%9F%B4%EC%BD%94%ED%8A%BC%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%8A%AC%EB%A6%BC%EB%8C%80%ED%98%95&itemsCount=12&searchId=51716e73a6964aa188969f2a5cfda5fe&rank=3&isAddedCart=,,,H54-3.jpg
